FID,POINT_X,POINT_Y,Depth
802,621714.800000000046566,9757943.699999999254942,-6.6999998
803,620594.699999999953434,9760424.800000000745058,-1.8000000
804,621724.599999999976717,9757982.900000000372529,-6.0000000
805,621728.699999999953434,9758003.900000000372529,-2.0999999
806,621733.800000000046566,9758025.900000000372529,-1.4000000
807,621750.099999999976717,9758039.800000000745058,-0.4000000
808,621740.199999999953434,9757923.900000000372529,-6.5000000
809,621802.599999999976717,9758012.800000000745058,-1.4000000
810,621800.500000000000000,9757913.000000000000000,-8.1999998
811,621818.099999999976717,9757945.900000000372529,-5.8000002
812,621824.199999999953434,9757965.800000000745058,-2.5999999
813,621826.699999999953434,9757986.800000000745058,-1.5000000
814,621832.000000000000000,9758010.599999999627471,-1.1000000
815,621850.599999999976717,9758019.599999999627471,-0.2000000
816,621850.199999999953434,9757998.599999999627471,-1.1000000
817,621848.000000000000000,9757977.599999999627471,-1.6000000
818,621845.300000000046566,9757956.400000000372529,-3.2000000
819,621841.500000000000000,9757935.900000000372529,-6.0000000
820,621837.199999999953434,9757901.099999999627471,-7.6999998
821,621855.199999999953434,9757889.900000000372529,-5.4000001
822,621864.199999999953434,9757913.400000000372529,-7.5000000
823,621866.900000000023283,9757934.300000000745058,-5.3000002
824,621867.000000000000000,9757955.000000000000000,-2.5999999
825,621870.099999999976717,9757976.300000000745058,-1.5000000
826,621884.199999999953434,9757991.099999999627471,-0.6000000
827,621889.699999999953434,9757969.300000000745058,-1.5000000
828,621890.699999999953434,9757948.400000000372529,-3.0999999
829,621889.800000000046566,9757926.400000000372529,-5.5000000
830,621888.199999999953434,9757905.599999999627471,-7.8000002
831,621902.900000000023283,9757883.199999999254942,-5.0999999
832,621932.699999999953434,9757977.300000000745058,-0.6000000
833,621936.900000000023283,9757957.699999999254942,-1.9000000
834,621938.000000000000000,9757936.599999999627471,-4.0000000
835,621938.300000000046566,9757915.800000000745058,-6.5999999
836,621953.800000000046566,9757888.900000000372529,-7.9000001
837,621965.500000000000000,9757905.599999999627471,-7.4000001
838,621963.099999999976717,9757928.000000000000000,-5.0000000
839,621961.400000000023283,9757948.699999999254942,-2.4000001
840,621960.800000000046566,9757970.400000000372529,-1.2000000
841,621978.800000000046566,9757979.800000000745058,-0.9000000
842,621985.099999999976717,9757959.599999999627471,-1.9000000
843,621985.300000000046566,9757937.900000000372529,-3.5999999
844,621990.099999999976717,9757917.900000000372529,-6.6999998
845,621991.300000000046566,9757895.099999999627471,-8.3999996
846,622008.400000000023283,9757884.199999999254942,-5.3000002
847,622016.099999999976717,9757911.099999999627471,-7.8000002
848,622012.199999999953434,9757932.300000000745058,-5.0000000
849,622008.000000000000000,9757953.699999999254942,-2.3000000
850,622002.699999999953434,9757974.699999999254942,-1.4000000
851,622013.000000000000000,9757999.000000000000000,-0.6000000
852,622025.400000000023283,9757982.800000000745058,-1.2000000
853,622031.500000000000000,9757959.599999999627471,-2.2000000
854,622067.699999999953434,9757894.300000000745058,-5.3000002
855,622065.599999999976717,9757915.599999999627471,-8.3999996
856,622061.699999999953434,9757936.400000000372529,-6.0000000
857,622058.300000000046566,9757956.300000000745058,-3.4000001
858,622127.699999999953434,9757894.699999999254942,-2.4000001
859,622125.699999999953434,9757916.199999999254942,-4.8000002
860,622112.000000000000000,9757944.400000000372529,-7.9000001
861,622104.000000000000000,9757963.800000000745058,-5.1999998
862,622094.099999999976717,9757983.300000000745058,-2.8000000
863,622095.599999999976717,9758004.800000000745058,-0.9000000
864,622115.599999999976717,9757999.199999999254942,-2.4000001
865,622125.500000000000000,9757980.599999999627471,-5.5999999
866,622134.599999999976717,9757962.500000000000000,-8.1999998
867,622145.699999999953434,9757936.699999999254942,-6.3000002
868,622173.099999999976717,9757929.099999999627471,-1.8000000
869,622170.199999999953434,9757950.099999999627471,-5.4000001
870,622158.000000000000000,9757971.400000000372529,-8.1000004
871,622141.900000000023283,9757994.400000000372529,-5.8000002
872,622177.500000000000000,9757977.699999999254942,-6.3000002
873,622200.000000000000000,9757970.000000000000000,-2.5999999
874,622226.900000000023283,9758030.000000000000000,-2.8000000
875,622231.500000000000000,9758009.199999999254942,-1.1000000
876,622154.199999999953434,9758037.599999999627471,-2.0000000
877,622167.099999999976717,9758057.699999999254942,-2.8000000
878,622206.400000000023283,9758032.800000000745058,-7.3000002
879,622206.199999999953434,9758094.500000000000000,-6.8000002
880,622234.400000000023283,9758070.000000000000000,-5.4000001
881,622252.800000000046566,9758078.900000000372529,-4.0999999
882,622240.400000000023283,9758096.599999999627471,-6.1999998
883,622219.699999999953434,9758123.300000000745058,-5.1999998
884,622241.699999999953434,9758134.199999999254942,-6.0999999
885,622260.500000000000000,9758115.199999999254942,-4.9000001
886,622276.000000000000000,9758096.699999999254942,-4.0000000
887,622298.599999999976717,9758090.500000000000000,-1.3000000
888,622301.699999999953434,9758110.300000000745058,-3.5000000
889,622287.199999999953434,9758124.500000000000000,-4.4000001
890,622273.500000000000000,9758141.800000000745058,-5.3000002
891,622264.599999999976717,9758181.800000000745058,-2.8000000
892,622283.800000000046566,9758162.099999999627471,-5.3000002
893,622299.000000000000000,9758147.199999999254942,-5.0000000
894,622313.800000000046566,9758132.300000000745058,-4.0999999
895,622334.000000000000000,9758114.199999999254942,-1.3000000
896,622337.599999999976717,9758134.300000000745058,-3.9000001
897,622326.000000000000000,9758151.900000000372529,-4.9000001
898,622311.000000000000000,9758179.199999999254942,-4.8000002
899,622300.400000000023283,9758197.800000000745058,-4.1999998
900,622325.800000000046566,9758219.099999999627471,-3.0000000
901,622332.300000000046566,9758199.400000000372529,-4.0000000
902,622343.300000000046566,9758175.900000000372529,-5.6999998
903,622355.500000000000000,9758153.500000000000000,-4.8000002
904,622366.000000000000000,9758135.900000000372529,-1.2000000
905,622381.599999999976717,9758149.400000000372529,-1.3000000
906,622374.000000000000000,9758168.000000000000000,-5.6999998
907,622363.400000000023283,9758189.000000000000000,-5.9000001
908,622353.099999999976717,9758207.199999999254942,-4.1999998
909,622354.300000000046566,9758227.699999999254942,-2.9000001
910,622374.699999999953434,9758219.900000000372529,-3.9000001
911,622389.800000000046566,9758195.400000000372529,-6.0999999
912,622404.099999999976717,9758167.599999999627471,-3.0000000
913,622424.800000000046566,9758175.300000000745058,-1.9000000
914,622409.099999999976717,9758202.699999999254942,-6.4000001
915,622395.099999999976717,9758218.300000000745058,-5.5000000
916,622384.199999999953434,9758242.400000000372529,-2.4000001
917,622397.900000000023283,9758259.199999999254942,-1.7000000
918,622409.699999999953434,9758243.000000000000000,-3.0000000
919,622425.400000000023283,9758227.599999999627471,-5.8000002
920,622446.699999999953434,9758207.800000000745058,-5.8000002
921,622461.900000000023283,9758193.300000000745058,-2.4000001
922,622478.300000000046566,9758178.800000000745058,-0.6000000
923,622488.500000000000000,9758197.400000000372529,-1.9000000
924,622473.800000000046566,9758212.699999999254942,-4.0000000
925,622425.800000000046566,9758288.900000000372529,-1.3000000
926,622444.000000000000000,9758278.199999999254942,-2.3000000
927,622460.000000000000000,9758264.900000000372529,-5.1999998
928,622475.900000000023283,9758250.900000000372529,-7.3000002
929,622500.000000000000000,9758227.199999999254942,-2.4000001
930,622508.000000000000000,9758246.699999999254942,-4.1999998
931,622479.000000000000000,9758277.599999999627471,-6.6999998
932,622444.500000000000000,9758301.400000000372529,-0.8000000
933,622463.900000000023283,9758293.000000000000000,-2.9000001
934,622499.699999999953434,9758281.599999999627471,-7.6999998
935,622518.300000000046566,9758270.500000000000000,-4.9000001
936,621772.800000000046566,9757909.000000000000000,-5.9000001
937,621784.300000000046566,9757928.599999999627471,-8.1000004
938,621790.900000000023283,9757948.000000000000000,-6.5999999
939,621798.300000000046566,9757967.699999999254942,-2.7000000
940,621804.400000000023283,9757987.500000000000000,-1.7000000
941,621812.099999999976717,9758030.400000000372529,-0.8000000
942,621760.000000000000000,9757928.400000000372529,-7.5000000
943,621765.199999999953434,9757947.800000000745058,-7.0999999
944,621770.699999999953434,9757968.800000000745058,-5.5000000
945,621777.099999999976717,9757988.599999999627471,-1.9000000
946,621781.900000000023283,9758009.199999999254942,-1.5000000
947,621784.199999999953434,9758030.500000000000000,-1.3000000
948,621771.599999999976717,9758047.599999999627471,-0.9000000
949,621764.300000000046566,9758024.900000000372529,-1.2000000
950,621755.400000000023283,9758000.699999999254942,-1.7000000
951,621750.000000000000000,9757981.000000000000000,-4.1999998
952,621745.300000000046566,9757961.400000000372529,-6.9000001
953,621689.800000000046566,9757942.400000000372529,-6.0999999
954,621693.800000000046566,9757962.900000000372529,-6.8000002
955,621702.699999999953434,9758000.800000000745058,-3.0000000
956,621707.900000000023283,9758021.199999999254942,-1.8000000
957,621686.900000000023283,9758028.300000000745058,-1.2000000
958,621680.699999999953434,9758009.099999999627471,-2.7000000
959,621675.199999999953434,9757989.099999999627471,-6.9000001
960,621641.599999999976717,9757958.300000000745058,-5.9000001
961,621649.900000000023283,9757997.300000000745058,-6.3000002
962,621654.000000000000000,9758017.699999999254942,-2.4000001
963,621658.099999999976717,9758038.400000000372529,-1.4000000
964,619877.300000000046566,9757799.800000000745058,-1.5000000
965,619897.400000000023283,9757798.900000000372529,-2.3000000
966,619896.800000000046566,9757819.500000000000000,-5.3000002
967,619895.699999999953434,9757840.000000000000000,-10.0000000
968,619894.800000000046566,9757872.000000000000000,-9.3000002
969,619893.900000000023283,9757893.099999999627471,-6.6999998
970,619893.800000000046566,9757913.900000000372529,-4.1999998
971,619893.199999999953434,9757934.500000000000000,-2.9000001
972,619896.500000000000000,9757955.199999999254942,-2.2000000
973,619847.800000000046566,9757978.500000000000000,-1.7000000
974,619839.800000000046566,9757959.599999999627471,-2.4000001
975,619800.199999999953434,9757837.900000000372529,-5.9000001
976,619799.300000000046566,9757858.500000000000000,-9.5000000
977,619800.900000000023283,9757887.099999999627471,-10.5000000
978,619799.800000000046566,9757908.099999999627471,-8.1999998
979,619799.500000000000000,9757929.199999999254942,-5.3000002
980,619798.900000000023283,9757950.699999999254942,-3.3000000
981,619799.000000000000000,9757972.099999999627471,-2.3000000
982,619797.900000000023283,9757995.500000000000000,-1.5000000
983,619755.300000000046566,9758015.599999999627471,-0.8000000
984,619748.199999999953434,9757995.500000000000000,-1.8000000
985,619747.099999999976717,9757973.800000000745058,-2.5999999
986,619746.099999999976717,9757952.400000000372529,-4.3000002
987,619746.300000000046566,9757931.199999999254942,-7.3000002
988,619748.099999999976717,9757910.500000000000000,-9.3000002
989,619750.000000000000000,9757874.300000000745058,-9.3000002
990,619751.099999999976717,9757832.699999999254942,-2.8000000
991,619561.400000000023283,9757850.099999999627471,-2.2000000
992,619550.800000000046566,9757867.599999999627471,-4.6999998
993,619549.199999999953434,9757888.699999999254942,-7.1999998
994,619548.699999999953434,9757910.400000000372529,-9.1999998
995,619547.099999999976717,9757940.699999999254942,-10.1000004
996,619546.300000000046566,9757961.699999999254942,-8.5000000
997,619546.000000000000000,9757982.599999999627471,-4.3000002
998,619544.599999999976717,9758003.800000000745058,-2.0999999
999,619541.699999999953434,9758026.500000000000000,-1.3000000
1000,619196.900000000023283,9758010.099999999627471,-2.0999999
1001,619195.900000000023283,9757989.000000000000000,-3.0000000
1002,619195.199999999953434,9757968.199999999254942,-7.0999999
1003,619197.000000000000000,9757947.099999999627471,-10.5000000
1004,619197.900000000023283,9757921.599999999627471,-11.8000002
1005,619200.000000000000000,9757900.599999999627471,-8.3000002
1006,619199.500000000000000,9757875.900000000372529,-6.8000002
1007,618937.500000000000000,9757761.199999999254942,-3.0000000
1008,618925.300000000046566,9757777.900000000372529,-8.8000002
1009,618911.500000000000000,9757793.800000000745058,-14.3000002
1010,618895.900000000023283,9757813.699999999254942,-13.1000004
1011,618883.599999999976717,9757829.599999999627471,-9.6000004
1012,618870.300000000046566,9757845.699999999254942,-4.9000001
1013,618857.199999999953434,9757862.199999999254942,-3.5999999
1014,618842.300000000046566,9757876.199999999254942,-2.0999999
1015,618816.300000000046566,9757842.099999999627471,-1.4000000
1016,618826.300000000046566,9757822.699999999254942,-2.7000000
1017,618837.699999999953434,9757805.300000000745058,-6.8000002
1018,618744.300000000046566,9757538.099999999627471,-3.0000000
1019,618724.599999999976717,9757546.000000000000000,-9.0000000
1020,618709.900000000023283,9757564.199999999254942,-9.6999998
1021,618699.099999999976717,9757582.800000000745058,-9.1999998
1022,618560.900000000023283,9757596.400000000372529,-1.7000000
1023,618572.099999999976717,9757578.900000000372529,-2.5999999
1024,618583.199999999953434,9757561.500000000000000,-5.9000001
1025,618597.599999999976717,9757546.300000000745058,-9.3000002
1026,618611.599999999976717,9757529.800000000745058,-9.6999998
1027,618624.300000000046566,9757512.800000000745058,-10.0000000
1028,618644.300000000046566,9757491.900000000372529,-9.5000000
1029,618657.599999999976717,9757475.599999999627471,-7.0000000
1030,618645.300000000046566,9757443.900000000372529,-2.5000000
1031,618499.000000000000000,9757561.900000000372529,-2.0000000
1032,618478.500000000000000,9757546.400000000372529,-1.7000000
1033,618484.500000000000000,9757526.699999999254942,-3.8000000
1034,618498.000000000000000,9757510.599999999627471,-5.5999999
1035,618511.000000000000000,9757493.800000000745058,-9.6999998
1036,618527.000000000000000,9757475.699999999254942,-10.8999996
1037,618543.900000000023283,9757451.300000000745058,-10.6000004
1038,618560.500000000000000,9757436.199999999254942,-9.8000002
1039,618573.199999999953434,9757419.699999999254942,-7.5000000
1040,618587.599999999976717,9757405.000000000000000,-3.8000000
1041,618561.699999999953434,9757385.900000000372529,-2.0000000
1042,618541.800000000046566,9757380.400000000372529,-4.0999999
1043,618525.400000000023283,9757398.099999999627471,-8.1000004
1044,620585.000000000000000,9760454.400000000372529,-0.5000000
1045,620573.099999999976717,9760425.400000000372529,-1.3000000
1046,620563.300000000046566,9760464.099999999627471,-0.5000000
1047,620544.699999999953434,9760451.500000000000000,-1.2000000
1048,620521.199999999953434,9760458.300000000745058,-0.8000000
1049,620368.099999999976717,9760864.300000000745058,-0.6000000
1050,620273.599999999976717,9760931.800000000745058,-0.7000000
1051,620243.500000000000000,9760917.400000000372529,-1.0000000
1052,620306.400000000023283,9760930.699999999254942,-0.4000000
1053,620328.199999999953434,9760918.199999999254942,-1.6000000
1054,620334.900000000023283,9760898.300000000745058,-0.6000000
1055,620356.900000000023283,9760881.699999999254942,-1.1000000
1056,620389.199999999953434,9760857.900000000372529,-0.6000000
1057,620405.500000000000000,9760829.500000000000000,-1.0000000
1058,620399.300000000046566,9760807.900000000372529,-0.5000000
1059,620426.099999999976717,9760778.199999999254942,-2.0999999
1060,620421.400000000023283,9760743.300000000745058,-2.0000000
1061,620410.699999999953434,9760719.300000000745058,-1.3000000
1062,620376.599999999976717,9760722.300000000745058,-0.1000000
1063,620381.900000000023283,9760701.800000000745058,-1.5000000
1064,620360.300000000046566,9760682.099999999627471,-1.4000000
1065,620362.599999999976717,9760657.099999999627471,-2.0000000
1066,620367.400000000023283,9760636.199999999254942,-0.1000000
1067,620385.000000000000000,9760646.199999999254942,-1.2000000
1068,620406.199999999953434,9760635.000000000000000,-1.3000000
1069,620413.199999999953434,9760610.900000000372529,-1.5000000
1070,620438.699999999953434,9760596.699999999254942,-1.0000000
1071,620461.699999999953434,9760588.400000000372529,-0.8000000
1072,620482.199999999953434,9760613.400000000372529,-0.3000000
1073,620481.000000000000000,9760579.000000000000000,-1.4000000
1074,620510.900000000023283,9760596.500000000000000,-0.2000000
1075,620500.699999999953434,9760573.400000000372529,-1.9000000
1076,620520.000000000000000,9760559.599999999627471,-1.3000000
1077,620504.099999999976717,9760524.300000000745058,-1.9000000
1078,620473.699999999953434,9760512.900000000372529,-1.5000000
1079,620460.000000000000000,9760493.099999999627471,-1.1000000
1080,620454.000000000000000,9760464.900000000372529,-0.5000000
1081,620486.099999999976717,9760469.800000000745058,-1.0000000
1082,620471.099999999976717,9760450.900000000372529,-1.1000000
1083,620887.500000000000000,9759855.500000000000000,-1.7000000
1084,620911.800000000046566,9759871.900000000372529,-1.4000000
1085,620914.500000000000000,9759891.800000000745058,-1.3000000
1086,620880.000000000000000,9759907.199999999254942,-0.5000000
1087,620899.699999999953434,9759910.699999999254942,-2.0999999
1088,620914.199999999953434,9759931.300000000745058,-1.0000000
1089,620892.199999999953434,9759930.400000000372529,-1.6000000
1090,620873.599999999976717,9759941.000000000000000,-0.3000000
1091,620872.800000000046566,9759969.800000000745058,-0.8000000
1092,620901.099999999976717,9759980.099999999627471,-1.3000000
1093,620877.500000000000000,9760012.300000000745058,-1.9000000
1094,620855.000000000000000,9759992.099999999627471,-0.3000000
1095,620843.800000000046566,9760009.400000000372529,-0.2000000
1096,620861.400000000023283,9760037.699999999254942,-1.6000000
1097,620831.400000000023283,9760040.000000000000000,-1.6000000
1098,620813.000000000000000,9760052.300000000745058,-1.7000000
1099,620783.199999999953434,9760055.400000000372529,-1.4000000
1100,620762.699999999953434,9760056.699999999254942,-2.0999999
1101,620741.400000000023283,9760043.800000000745058,-0.9000000
1102,620685.400000000023283,9760026.099999999627471,-1.4000000
1103,620692.699999999953434,9760046.599999999627471,-1.5000000
1104,620673.199999999953434,9760061.800000000745058,-1.3000000
1105,620660.699999999953434,9760045.800000000745058,-2.7000000
1106,620642.300000000046566,9760054.300000000745058,-1.5000000
1107,620664.500000000000000,9760085.500000000000000,-1.4000000
1108,620635.599999999976717,9760098.900000000372529,-1.5000000
1109,620658.500000000000000,9760113.699999999254942,-1.9000000
1110,620659.199999999953434,9760134.199999999254942,-1.5000000
1111,620642.000000000000000,9760159.199999999254942,-2.2000000
1112,620665.500000000000000,9760158.500000000000000,-1.1000000
1113,620666.300000000046566,9760179.199999999254942,-1.3000000
1114,620648.300000000046566,9760207.199999999254942,-1.9000000
1115,620669.500000000000000,9760206.500000000000000,-1.3000000
1116,620672.599999999976717,9760228.000000000000000,-1.1000000
1117,620682.400000000023283,9760279.300000000745058,-0.3000000
1118,620657.699999999953434,9760315.000000000000000,-0.4000000
1119,620691.599999999976717,9760334.699999999254942,-1.6000000
1120,620693.099999999976717,9760357.199999999254942,-1.2000000
1121,620689.800000000046566,9760409.699999999254942,-1.4000000
1122,620677.599999999976717,9760426.199999999254942,-0.6000000
1123,620649.900000000023283,9760407.000000000000000,-1.4000000
1124,620630.699999999953434,9760416.900000000372529,-1.6000000
1125,620625.000000000000000,9760446.500000000000000,-0.6000000
1126,621324.626599999959581,9757963.605399999767542,-8.0000000
1127,621347.777699999976903,9757988.079399999231100,-6.9000001
1128,621320.657899999991059,9757985.102900000289083,-7.0000000
1129,621349.431400000001304,9757962.282500000670552,-8.5000000
1130,621599.034499999950640,9758006.803500000387430,-5.9000001
1131,621953.809400000027381,9759325.890699999406934,0.3100000
1132,621946.111000000033528,9759329.422499999403954,0.1500000
1133,621940.916899999952875,9759331.673699999228120,0.1100000
1134,621935.986799999955110,9759334.111899999901652,0.1600000
1135,621931.312400000053458,9759336.228000000119209,0.1600000
1136,621926.160200000042096,9759338.147099999710917,0.1200000
1137,621920.990800000028685,9759340.501199999824166,0.1800000
1138,621916.155099999974482,9759342.544999999925494,0.1000000
1139,621934.371999999973923,9759290.342100000008941,0.0200000
1140,621929.782299999962561,9759292.328900000080466,-0.1900000
1141,621924.986999999964610,9759294.697499999776483,-0.1700000
1142,621919.810999999986961,9759296.929700000211596,-0.2400000
1143,621915.109300000010990,9759298.718599999323487,-0.1300000
1144,621909.558899999945424,9759301.083599999547005,-0.1400000
1145,621904.897699999972247,9759303.241699999198318,-0.1700000
1146,621900.083800000022165,9759305.236400000751019,-0.0800000
1147,621651.719299999997020,9759220.241000000387430,-2.7000000
1148,621659.809299999964423,9759238.501000000163913,-1.9000000
1149,621659.209299999987707,9759233.481000000610948,-2.4000001
1150,621661.499300000024959,9759206.460999999195337,-2.5000000
1151,621661.689299999969080,9759211.471000000834465,-2.5999999
1152,621665.659300000057556,9759220.161000000312924,-2.8000000
1153,621679.039299999945797,9759219.600999999791384,-2.8000000
1154,621661.689299999969080,9759217.110999999567866,-2.9000001
1155,621661.609300000010990,9759223.401000000536442,-2.9000001
1156,621660.109300000010990,9759228.561599999666214,-3.0000000
1157,621685.299299999955110,9759238.460999999195337,-1.8000000
1158,621686.209299999987707,9759233.471000000834465,-2.5999999
1159,621689.299299999955110,9759207.911000000312924,-2.5999999
1160,621687.279300000052899,9759223.401000000536442,-2.7000000
1161,621688.479300000006333,9759215.241000000387430,-2.7000000
1162,621705.989300000015646,9759219.391000000759959,-2.8000000
1163,621689.339299999992363,9759202.880999999120831,-2.8000000
1164,621694.509300000034273,9759218.811000000685453,-2.9000001
1165,621686.969299999997020,9759228.471000000834465,-2.9000001
1166,621709.809299999964423,9759234.861600000411272,-1.3000000
1167,621710.299299999955110,9759229.811000000685453,-1.7000000
1168,621712.159300000057556,9759224.891000000759959,-2.0999999
1169,621711.969299999997020,9759214.110999999567866,-2.4000001
1170,621719.159300000057556,9759219.530999999493361,-2.4000001
1171,621712.889300000038929,9759202.331000000238419,-2.8000000
1172,621712.099300000001676,9759208.061000000685453,-2.9000001
1173,621738.499300000024959,9759236.200999999418855,-1.1000000
1174,621737.489300000015646,9759231.270999999716878,-1.7000000
1175,621737.699299999978393,9759226.221000000834465,-2.0999999
1176,621733.219299999997020,9759219.651000000536442,-2.5000000
1177,621746.839299999992363,9759217.610999999567866,-2.5999999
1178,621736.389300000038929,9759211.700999999418855,-2.7000000
1179,621734.729300000006333,9759205.860999999567866,-2.9000001
1180,621765.459299999987707,9759233.350999999791384,-0.9000000
1181,621763.829299999983050,9759228.531600000336766,-1.3000000
1182,621763.219299999997020,9759223.481000000610948,-1.5000000
1183,621762.069299999973737,9759218.260999999940395,-2.0999999
1184,621769.179299999959767,9759215.930999999865890,-2.4000001
1185,621760.119300000020303,9759213.551000000908971,-2.5000000
1186,621759.739300000015646,9759207.190999999642372,-2.8000000
1187,621788.159300000057556,9759228.430999999865890,-1.5000000
1188,621787.929299999959767,9759223.321599999442697,-2.3000000
1189,621797.129300000029616,9759213.051000000908971,-2.5000000
1190,621787.579299999983050,9759217.981000000610948,-2.5999999
1191,621783.639300000038929,9759213.630999999120831,-2.5999999
1192,621786.659300000057556,9759207.860999999567866,-2.9000001
1193,621786.799299999955110,9759202.511600000783801,-3.2000000
1194,621815.739999999990687,9759229.280999999493361,0.0000000
1195,621815.889300000038929,9759223.411000000312924,-0.2000000
1196,621815.469299999997020,9759218.331000000238419,-0.8000000
1197,621814.009300000034273,9759213.520999999716878,-1.5000000
1198,621811.529300000052899,9759206.540999999269843,-2.2000000
1199,621816.319299999973737,9759208.981599999591708,-2.3000000
1200,621826.679299999959767,9759206.981000000610948,-2.7000000
1201,621840.779300000052899,9759220.921000000089407,-0.6000000
1202,621841.279300000052899,9759225.930999999865890,-1.1000000
1203,621839.629300000029616,9759215.961600000038743,-1.3000000
1204,621838.759300000034273,9759210.960999999195337,-2.2000000
1205,621836.909300000057556,9759205.200999999418855,-2.4000001
1206,621847.599300000001676,9759203.881599999964237,-3.2000000
1207,621869.339299999992363,9759235.941600000485778,-1.3000000
1208,621864.069299999973737,9759218.290999999269843,-1.4000000
1209,621872.329299999983050,9759239.950999999418855,-1.7000000
1210,621865.389300000038929,9759227.001000000163913,-1.9000000
1211,621863.409300000057556,9759213.270999999716878,-2.0000000
1212,621874.759300000034273,9759244.321000000461936,-2.2000000
1213,621878.409300000057556,9759253.181600000709295,-2.3000000
1214,621881.739300000015646,9759258.721599999815226,-3.0000000
1215,621862.889300000038929,9759208.281600000336766,-3.4000001
1216,621860.869300000020303,9759202.171599999070168,-3.5999999
1217,621882.499300000024959,9759239.760999999940395,-4.1999998
1218,621903.349999999976717,9759300.130999999120831,0.2000000
1219,621898.719299999997020,9759296.421000000089407,-0.5000000
1220,621896.099300000001676,9759291.831000000238419,-1.2000000
1221,621890.809299999964423,9759285.001599999144673,-1.3000000
1222,621888.729300000006333,9759280.421000000089407,-1.5000000
1223,621887.939299999969080,9759275.321000000461936,-1.9000000
1224,621893.479300000006333,9759278.770999999716878,-2.0000000
1225,621887.869300000020303,9759270.130999999120831,-2.2000000
1226,621906.489300000015646,9759278.130999999120831,-2.4000001
1227,621904.899300000048243,9759271.741000000387430,-2.7000000
1228,621887.229300000006333,9759265.091600000858307,-3.3000000
1229,621903.699299999978393,9759266.731599999591708,-3.5000000
1230,621901.759300000034273,9759257.071000000461936,-5.5000000
1231,621895.999300000024959,9759222.710999999195337,-5.6999998
1232,621893.479300000006333,9759212.430999999865890,-5.8000002
1233,621894.399300000048243,9759217.411000000312924,-5.8000002
1234,621891.459299999987707,9759256.751000000163913,-5.8000002
1235,621900.269300000043586,9759244.321000000461936,-5.9000001
1236,621899.719299999997020,9759238.801000000908971,-6.0000000
1237,621898.379300000029616,9759233.811000000685453,-6.0000000
1238,621903.209299999987707,9759251.870999999344349,-6.1999998
1239,621892.739300000015646,9759207.391000000759959,-6.1999998
1240,621897.259300000034273,9759228.311000000685453,-6.1999998
1241,621893.699299999978393,9759237.061000000685453,-6.5000000
1242,621891.569299999973737,9759202.491000000387430,-6.6999998
1243,621897.679299999959767,9759253.680999999865890,-6.6999998
1244,621919.119999999995343,9759349.790999999269843,0.0000000
1245,621925.079299999983050,9759342.891000000759959,-0.1000000
1246,621930.059299999964423,9759286.571000000461936,-0.4000000
1247,621918.979300000006333,9759295.620999999344349,-0.6000000
1248,621911.139300000038929,9759294.950999999418855,-0.7000000
1249,621928.259300000034273,9759292.251000000163913,-0.8000000
1250,621928.949299999978393,9759281.671000000089407,-1.6000000
1251,621929.759300000034273,9759270.110999999567866,-1.7000000
1252,621927.339299999992363,9759276.700999999418855,-1.8000000
1253,621909.159300000057556,9759289.100999999791384,-1.9000000
1254,621911.499300000024959,9759356.030999999493361,-2.0000000
1255,621921.099300000001676,9759270.880999999120831,-2.0000000
1256,621925.229300000006333,9759266.311000000685453,-2.0999999
1257,621910.439299999969080,9759275.030999999493361,-2.2000000
1258,621908.109300000010990,9759284.061000000685453,-2.4000001
1259,621921.549299999955110,9759238.831000000238419,-2.5000000
1260,621924.679299999959767,9759243.680999999865890,-2.5999999
1261,621920.849300000001676,9759233.831000000238419,-2.5999999
1262,621923.099300000001676,9759248.911000000312924,-2.7000000
1263,621931.829299999983050,9759219.880999999120831,-2.8000000
1264,621920.669299999950454,9759224.760999999940395,-2.9000001
1265,621924.799299999955110,9759261.291600000113249,-3.0999999
1266,621923.849300000001676,9759254.021600000560284,-3.2000000
1267,621915.239300000015646,9759247.001599999144673,-3.3000000
1268,621918.439299999969080,9759220.021600000560284,-3.8000000
1269,621917.569299999973737,9759214.901599999517202,-4.3000002
1270,621911.439299999969080,9759229.241599999368191,-4.3000002
1271,621916.889300000038929,9759209.821000000461936,-4.8000002
1272,621932.639300000038929,9759391.641000000759959,-5.0999999
1273,621916.369300000020303,9759204.681600000709295,-5.3000002
1274,621939.369999999995343,9759286.630999999120831,0.1000000
1275,621947.219999999972060,9759333.290999999269843,0.0000000
1276,621936.639300000038929,9759337.700999999418855,-0.1000000
1277,621948.139300000038929,9759262.041600000113249,-0.3000000
1278,621956.059299999964423,9759244.991000000387430,-0.5000000
1279,621940.199299999978393,9759281.690999999642372,-0.6000000
1280,621948.059299999964423,9759242.540999999269843,-0.8000000
1281,621936.179299999959767,9759290.551000000908971,-0.9000000
1282,621942.929299999959767,9759262.091000000014901,-1.1000000
1283,621952.719299999997020,9759238.391000000759959,-1.2000000
1284,621949.819299999973737,9759248.311000000685453,-1.4000000
1285,621940.809299999964423,9759276.661000000312924,-1.5000000
1286,621944.119300000020303,9759267.061000000685453,-1.5000000
1287,621946.869300000020303,9759252.651000000536442,-1.6000000
1288,621942.129300000029616,9759271.710999999195337,-1.7000000
1289,621938.529300000052899,9759264.940999999642372,-1.7000000
1290,621945.369300000020303,9759257.721000000834465,-1.8000000
